,机构名字,所属地区,电话,地址,所属省,所属市,所属区,所属地址,adcode,地址省,地址市,地址区,具体地址,adcode_address
4725,高密市人民医院,山东省潍坊市高密市,18563626279,山东省潍坊市高密市镇府街西77号,山东省,潍坊市,高密市,,370785,山东省,潍坊市,高密市,镇府街西77号,370785
4726,高密市中医院,山东省潍坊市高密市,0536-2367023,山东省潍坊市高密市凤凰大街588号,山东省,潍坊市,高密市,,370785,山东省,潍坊市,高密市,凤凰大街588号,370785
4727,高唐县疾病预防控制中心,山东省聊城市高唐县,0635-3951606,山东省聊城市高唐县疾病预防控制中心,山东省,聊城市,高唐县,,371526,山东省,聊城市,高唐县,疾病预防控制中心,371526
4728,广饶县疾病预防控制中心,山东省东营市广饶县,0546-6440564,山东省东营市广饶县广饶街道孙武路303号,山东省,东营市,广饶县,,370523,山东省,东营市,广饶县,广饶街道孙武路303号,370523
4729,广饶县人民医院,山东省东营市广饶县,0546-6921800,山东省东营市广饶县花苑路180号,山东省,东营市,广饶县,,370523,山东省,东营市,广饶县,花苑路180号,370523
4730,海阳市人民医院,山东省烟台市海阳市,0535-3222443,山东省烟台市海阳市海阳路73号,山东省,烟台市,海阳市,,370687,山东省,烟台市,海阳市,海阳路73号,370687
4731,菏泽德康医学检验有限公司,山东省菏泽开发区,18866609921,山东省菏泽市开发区太湖路1999号,山东省,菏泽市,,开发区,371700,山东省,菏泽市,,开发区太湖路1999号,371700
4732,桓台县妇幼保健院,山东省淄博市桓台县,0533-8526112,山东省淄博市桓台县渔阳街5066号,山东省,淄博市,桓台县,,370321,山东省,淄博市,桓台县,渔阳街5066号,370321
4733,桓台县人民医院,山东省淄博市桓台县,0533-8228116,山东省淄博市桓台县桓台大道2198号,山东省,淄博市,桓台县,,370321,山东省,淄博市,桓台县,桓台大道2198号,370321
4734,桓台县中医院,山东省淄博市桓台县,17685613141,山东省淄博市桓台县城兴桓路北首（桓台县看守所内）,山东省,淄博市,桓台县,,370321,山东省,淄博市,桓台县,城兴桓路北首（桓台县看守所内）,370321
4735,济南迪安医学检验中心,山东省济南市高新区,4007118000,山东省济南市高新区颖秀路2755号,山东省,济南市,,高新区,370100,山东省,济南市,,高新区颖秀路2755号,370100
4736,济南富优医学检验实验室,山东省济南市高新区,15666440794,山东省济南市高新区港兴路济南药谷2号楼10层,山东省,济南市,,高新区,370100,山东省,济南市,,药谷2号楼10层,370100
4737,济南国际旅行卫生保健中心,山东省济南市历下区,15275186673,山东省济南市文化东路62号,山东省,济南市,历下区,,370102,山东省,济南市,,文化东路62号,370100
4738,济南市第二疾病预防控制中心,山东省济南市莱芜区,0531-78677929,山东省济南市莱芜区鲁中东大街58号,山东省,济南市,,莱芜区,370100,山东省,济南市,,莱芜区鲁中东大街58号,370100
4739,济南市金域医学检验中心有限公司,山东省济南市历下区,18660196528,山东省济南市历下区开拓路2333号中国航天科技园内,山东省,济南市,历下区,,370102,山东省,济南市,历下区,开拓路2333号中国航天科技园内,370102
4740,济南市人民医院,山东省济南市莱芜区,13963424619,山东省济南市莱芜区长勺北路雪湖大街001号,山东省,济南市,,莱芜区,370100,山东省,济南市,,莱芜区长勺北路雪湖大街001号,370100
4741,济宁市第一人民医院,山东省济宁市任城区,0537-2253417,山东省济宁市任城区健康路6号,山东省,济宁市,任城区,,370811,山东省,济宁市,任城区,健康路6号,370811
4742,金乡县疾病预防控制中心,山东省济宁市金乡县,0537-8716698,山东省济宁市金乡县金乡街道奎星路北段10号,山东省,济宁市,金乡县,,370828,山东省,济宁市,金乡县,金乡街道奎星路北段10号,370828
4743,莒县疾病预防控制中心,山东省日照市莒县,0633-6222470,山东省日照市莒县北坛路178号,山东省,日照市,莒县,,371122,山东省,日照市,莒县,北坛路178号,371122
4744,莒县人民医院,山东省日照市莒县,0633-6882412,山东省日照市莒县人民医院浮来院区,山东省,日照市,莒县,,371122,山东省,日照市,莒县,人民医院浮来院区,371122
4745,莒县中医医院,山东省日照市莒县,0633-6883120,山东省日照市莒县城阳南路338号,山东省,日照市,莒县,,371122,山东省,日照市,莒县,城阳南路338号,371122
4746,鄄城县疾病预防控制中心,山东省菏泽市鄄城县,0530-2421262,山东省菏泽市鄄城县建设街东段028号,山东省,菏泽市,鄄城县,,371726,山东省,菏泽市,鄄城县,建设街东段028号,371726
4747,莱西市疾病控制中心,山东省青岛市莱西市,0532-88499800,山东省青岛市莱西市石岛东路10号,山东省,青岛市,莱西市,,370285,山东省,青岛市,莱西市,石岛东路10号,370285
4748,莱西市人民医院,山东省青岛市莱西市,0532-81872999,山东省青岛市莱西市烟台路69号,山东省,青岛市,莱西市,,370285,山东省,青岛市,莱西市,烟台路69号,370285
4749,莱阳市疾病预防控制中心,山东省烟台市莱阳市,0535-3367015,山东省烟台市莱阳市旌阳路20号,山东省,烟台市,莱阳市,,370682,山东省,烟台市,莱阳市,旌阳路20号,370682
4750,莱阳市人民医院,山东省烟台市莱阳市,0535-7986878,山东省烟台市莱阳市古柳街道办事处凤凰路138号,山东省,烟台市,莱阳市,,370682,山东省,烟台市,莱阳市,古柳街道办事处凤凰路138号,370682
4751,莱州市妇幼保健院,山东省烟台市莱州市,0535-2871088,山东省烟台市莱州市文化东路288号,山东省,烟台市,莱州市,,370683,山东省,烟台市,莱州市,文化东路288号,370683
4752,莱州市疾病预防控制中心,山东省烟台市莱州市,0535-2211631,山东省烟台市莱州市文光路1028号,山东省,烟台市,莱州市,,370683,山东省,烟台市,莱州市,文光路1028号,370683
4753,莱州市中医医院,山东省烟台市莱州市,0535-2279063,山东省烟台市莱州市文化东路832号,山东省,烟台市,莱州市,,370683,山东省,烟台市,莱州市,文化东路832号,370683
4754,兰陵县人民医院,山东省临沂市兰陵县,0539-52117890,山东省临沂市兰陵县会宝路东首,山东省,临沂市,兰陵县,,371324,山东省,临沂市,兰陵县,会宝路东首,371324
4755,乐陵市疾病预防控制中心,山东省德州市乐陵市,0534-6221341,山东省德州市乐陵市湖滨西路164号,山东省,德州市,乐陵市,,371481,山东省,德州市,乐陵市,湖滨西路164号,371481
4756,利津县疾病预防控制中心,山东省东营市利津县,0546-5621766,山东省东营市利津县滨港路180号,山东省,东营市,利津县,,370522,山东省,东营市,利津县,滨港路180号,370522
4757,利津县中心医院,山东省东营市利津县,0546-7707626,山东省东营市利津县利一路132号,山东省,东营市,利津县,,370522,山东省,东营市,利津县,利一路132号,370522
4758,梁山县疾病预防控制中心,山东省济宁市梁山县,0537-7322964,山东省济宁市梁山县水泊南路145号,山东省,济宁市,梁山县,,370832,山东省,济宁市,梁山县,水泊南路145号,370832
4759,临朐县海浮山医院,山东省潍坊市临朐县,0536-3336151,山东省潍坊市临朐县冶源临九路318号（冶源镇政府驻地）,山东省,潍坊市,临朐县,,370724,山东省,潍坊市,临朐县,冶源临九路318号（冶源镇政府驻地）,370724
4760,临朐县疾病预防控制中心,山东省潍坊市临朐县,0536-3458190,山东省潍坊市临朐县站前路4095号,山东省,潍坊市,临朐县,,370724,山东省,潍坊市,临朐县,站前路4095号,370724
4761,临朐县人民医院,山东省潍坊市临朐县,18678019055,山东省潍坊市临朐县县城山旺路438号,山东省,潍坊市,临朐县,,370724,山东省,潍坊市,临朐县,县城山旺路438号,370724
4762,临朐县中医院,山东省潍坊市临朐县,0536-3212894,山东省潍坊市临朐县兴隆路166号,山东省,潍坊市,临朐县,,370724,山东省,潍坊市,临朐县,兴隆路166号,370724
4763,临沭县人民医院,山东省临沂市临沭县,13563908378,山东省临沂市临沭县沭河大街18号,山东省,临沂市,临沭县,,371329,山东省,临沂市,临沭县,沭河大街18号,371329
4764,临沭县中医医院,山东省临沂市临沭县,13864991004,山东省临沂市临沭县常林西大街78号医院西楼二层,山东省,临沂市,临沭县,,371329,山东省,临沂市,临沭县,常林西大街78号医院西楼二层,371329
4765,临沂市疾病预防控制中心,山东省临沂市兰山区,0539-8314790,山东省临沂市兰山区北京路3号,山东省,临沂市,兰山区,,371302,山东省,临沂市,兰山区,北京路3号,371302
4766,临沂市人民医院,山东省临沂市兰山区,0539-8071100,山东省临沂市兰山区解放路27号,山东省,临沂市,兰山区,,371302,山东省,临沂市,兰山区,解放路27号,371302
4767,临沂市中心医院,山东省临沂市沂水县,0539-2256892,山东省临沂市沂水县健康路17号,山东省,临沂市,沂水县,,371323,山东省,临沂市,沂水县,健康路17号,371323
4768,宁阳县第一人民医院,山东省泰安市宁阳县,0538-5621395,山东省泰安市宁阳县城文庙街道金阳大街872号,山东省,泰安市,宁阳县,,370921,山东省,泰安市,宁阳县,城文庙街道金阳大街872号,370921
4769,蓬莱市疾病预防控制中心,山东省烟台市蓬莱市,0535-5642706,山东省烟台市蓬莱市钟楼东路65号,山东省,烟台市,蓬莱市,,370684,山东省,烟台市,蓬莱市,钟楼东路65号,370684
4770,平度市疾病预防控制中心,山东省青岛市平度市,0532-88328560,山东省青岛市平度市常州路222号,山东省,青岛市,平度市,,370283,山东省,青岛市,平度市,常州路222号,370283
4771,平邑县人民医院,山东省临沂市平邑县,0539-4689925,山东省临沂市平邑县金花路7号,山东省,临沂市,平邑县,,371326,山东省,临沂市,平邑县,金花路7号,371326
4772,平阴县中医医院,山东省济南市平阴县,0531-87880340,山东省济南市平阴县云翠街156号,山东省,济南市,平阴县,,370124,山东省,济南市,平阴县,云翠街156号,370124
4773,栖霞市疾病预防控制中心,山东省烟台市栖霞市,0535-3376001,山东省烟台市栖霞市庄园街道山城路75号,山东省,烟台市,栖霞市,,370686,山东省,烟台市,栖霞市,庄园街道山城路75号,370686
4774,栖霞市人民医院,山东省烟台市栖霞市,0535-3376637,山东省烟台市栖霞市民生路259号,山东省,烟台市,栖霞市,,370686,山东省,烟台市,栖霞市,民生路259号,370686
4775,青岛金域医学检验所,山东省青岛市崂山区,4001111120,山东省青岛市崂山区株洲路192号,山东省,青岛市,崂山区,,370212,山东省,青岛市,崂山区,株洲路192号,370212
4776,青岛菩提慧生医学检验实验室,山东省青岛市市北区,0532-84865907,山东省青岛市市北区开封路88号,山东省,青岛市,市北区,,370203,山东省,青岛市,市北区,开封路88号,370203
4777,青岛瑞思德医学检验实验室有限公司,山东省青岛市高新区,0532-58583677,山东省青岛市高新区河东路368号,山东省,青岛市,,高新区,370200,山东省,青岛市,,高新区河东路368号,370200
4778,青岛市妇女儿童医院,山东省青岛市市北区,0532-68661289,山东省青岛市市北区辽阳西路217号,山东省,青岛市,市北区,,370203,山东省,青岛市,市北区,辽阳西路217号,370203
4779,青岛市黄岛区人民医院,山东省青岛市黄岛区,0532-86113513,山东省青岛西海岸新区灵山湾路2877号,山东省,青岛市,黄岛区,,370211,山东省,青岛市,,西海岸新区灵山湾路2877号,370200
4780,青岛市疾病预防控制中心,山东省青岛市市北区,0532-85655911,山东省青岛市市北区山东路175号,山东省,青岛市,市北区,,370203,山东省,青岛市,市北区,山东路175号,370203
4781,青岛市崂山区疾病预防控制中心,山东省青岛市崂山区,0532-66711308,山东省青岛市崂山区辽阳东路35号,山东省,青岛市,崂山区,,370212,山东省,青岛市,崂山区,辽阳东路35号,370212
4782,青岛市中心医院,山东省青岛市市北区,0532-84961805,山东省青岛市市北区四流南路127号,山东省,青岛市,市北区,,370203,山东省,青岛市,市北区,四流南路127号,370203
4783,青岛市中医医院（市海慈医院）,山东省青岛市市北区,0532-83777530,山东省青岛市市北区人民路4号,山东省,青岛市,市北区,,370203,山东省,青岛市,市北区,人民路4号,370203
4784,青州市疾病预防控制中心,山东省潍坊市青州市,0536-3223112,山东省潍坊市青州市云门山南路2838号,山东省,潍坊市,青州市,,370781,山东省,潍坊市,青州市,云门山南路2838号,370781
4785,青州市人民医院,山东省潍坊市青州市,0536-3223946,山东省潍坊市青州市玲珑山中路1726号,山东省,潍坊市,青州市,,370781,山东省,潍坊市,青州市,玲珑山中路1726号,370781
4786,曲阜市疾病预防控制中心,山东省济宁市曲阜市,0537-4495023,山东省济宁市曲阜市舞雩台路中段,山东省,济宁市,曲阜市,,370881,山东省,济宁市,曲阜市,舞雩台路中段,370881
4787,日照国际旅行卫生保健中心（日照海关口岸门诊部）,山东省日照市东港区,0633-8359155,山东省日照市东港区黄海一路102号,山东省,日照市,东港区,,371102,山东省,日照市,东港区,黄海一路102号,371102
4788,日照市岚山区疾病预防控制中心,山东省日照市岚山区,0633-2618583,山东省日照市岚山区岚山中路35号,山东省,日照市,岚山区,,371103,山东省,日照市,岚山区,岚山中路35号,371103
4789,荣成市妇幼保健院,山东省威海市荣成市,0631-7588917,山东省威海市荣成市青山东路698号,山东省,威海市,荣成市,,371082,山东省,威海市,荣成市,青山东路698号,371082
4790,荣成市人民医院,山东省威海市荣成市,13255676678,山东省威海市荣成市成山大道中段298号,山东省,威海市,荣成市,,371082,山东省,威海市,荣成市,成山大道中段298号,371082
4791,荣成市石岛人民医院,山东省威海市荣成市,18963109721,山东省威海市荣成市斥山街道双榜东路199号,山东省,威海市,荣成市,,371082,山东省,威海市,荣成市,斥山街道双榜东路199号,371082
4792,乳山市疾病预防控制中心,山东省威海市乳山市,0631-6632222,山东省威海市乳山市富山路23号,山东省,威海市,乳山市,,371083,山东省,威海市,乳山市,富山路23号,371083
4793,乳山市人民医院,山东省威海市乳山市,15563106281,山东省威海市乳山市胜利街128号,山东省,威海市,乳山市,,371083,山东省,威海市,乳山市,胜利街128号,371083
4794,山东大学齐鲁医院（青岛）,山东省青岛市市北区,0532-66850563,山东省青岛市市北区合肥路758号,山东省,青岛市,市北区,,370203,山东省,青岛市,市北区,合肥路758号,370203
4795,山东格林医学科技有限公司,山东省潍坊高新区,0536-8869301,山东省潍坊市高新区高二路潍坊智慧产业园,山东省,潍坊市,,高新区,370700,山东省,潍坊市,,智慧产业园,370700
4796,山东威高诺润医学检验实验室,山东省威海市环翠区,13953982776,山东省威海市环翠区火炬高技术产业开发区双岛路369-11号,山东省,威海市,环翠区,,371002,山东省,威海市,环翠区,火炬高技术产业开发区双岛路369-11号,371002
4797,山东卫康医学检验有限公司医学检验实验室,山东省淄博市周村区,0533-2340156/18560359518,山东省淄博经济开发区张江淄博科技产业园3号楼8层-9层,山东省,淄博市,周村区,,370306,山东省,淄博市,,科技产业园3号楼8层-9层,370300
4798,莘县第二人民医院,山东省聊城市莘县,0635-7716046,山东省聊城市莘县朝城镇环城街49号,山东省,聊城市,莘县,,371522,山东省,聊城市,莘县,朝城镇环城街49号,371522
4799,胜利油田中心医院,山东省东营市东营区,13854666686,山东省东营市东营区济南路31号,山东省,东营市,东营区,,370502,山东省,东营市,东营区,济南路31号,370502
4800,寿光市疾病预防控制中心,山东省潍坊市寿光市,0536-5298032,山东省潍坊市寿光市迎宾路1913号,山东省,潍坊市,寿光市,,370783,山东省,潍坊市,寿光市,迎宾路1913号,370783
4801,寿光市人民医院,山东省潍坊市寿光市,0536-5230075,山东省潍坊市寿光市健康街1233号,山东省,潍坊市,寿光市,,370783,山东省,潍坊市,寿光市,健康街1233号,370783
4802,泰安市岱岳区疾病预防控制中心,山东省泰安市岱岳区,0538-8589800,山东省泰安市财源大街8号,山东省,泰安市,岱岳区,,370911,山东省,泰安市,,财源大街8号,370900
4803,泰安市疾病预防控制中心,山东省泰安市泰山区,0538-8489832,山东省泰安市长城路33号北段立交桥南卫生大厦,山东省,泰安市,泰山区,,370902,山东省,泰安市,,长城路33号北段立交桥南卫生大厦,370900
4804,泰安市中心医院,山东省泰安市泰山区,0538-6298622,山东省泰安市泰山区龙潭路29号,山东省,泰安市,泰山区,,370902,山东省,泰安市,泰山区,龙潭路29号,370902
4805,泰安市中医医院,山东省泰安市泰山区,0538-6110178,山东省泰安市泰山区东岳大街58号,山东省,泰安市,泰山区,,370902,山东省,泰安市,泰山区,东岳大街58号,370902
4806,郯城县第一人民医院,山东省临沂市郯城县,0539-2100600,山东省临沂市郯城县北环路159号,山东省,临沂市,郯城县,,371322,山东省,临沂市,郯城县,北环路159号,371322
4807,威海华康医学检验所,山东省威海市,18660385109,山东省威海市崮山镇百尺所西街120号,山东省,威海市,,,371000,山东省,威海市,,崮山镇百尺所西街120号,371000
4808,威海市环翠区疾病预防控制中心,山东省威海市环翠区,0631-5220920,山东省威海市海港路76号,山东省,威海市,环翠区,,371002,山东省,威海市,,海港路76号,371000
4809,威海市疾病预防控制中心,山东省威海市环翠区,0631-5300945,山东省威海市环翠区青岛北路28号,山东省,威海市,环翠区,,371002,山东省,威海市,环翠区,青岛北路28号,371002
4810,威海市立医院,山东省威海市环翠区,18660377695,山东省威海市环翠区和平路70号,山东省,威海市,环翠区,,371002,山东省,威海市,环翠区,和平路70号,371002
4811,威海市文登区妇幼保健院,山东省威海市文登区,13792794316,山东省威海市文登区通和路2号,山东省,威海市,文登区,,371003,山东省,威海市,文登区,通和路2号,371003
4812,威海市胸科医院,山东省威海市环翠区,15163118080,山东省威海市高区南苑路5号,山东省,威海市,环翠区,,371002,山东省,威海市,,高区南苑路5号,371000
4813,威海市中心医院,山东省威海市文登区,18306305073,山东省威海市文登区米山东路西3号,山东省,威海市,文登区,,371003,山东省,威海市,文登区,米山东路西3号,371003
4814,威海卫人民医院,山东省威海市环翠区,18561251316,山东省威海市青岛北路70号,山东省,威海市,环翠区,,371002,山东省,威海市,,青岛北路70号,371000
4815,微山县疾病预防控制中心,山东省济宁市微山县,0537-8222772,山东省济宁市微山县夏镇街道城后路28号,山东省,济宁市,微山县,,370826,山东省,济宁市,微山县,夏镇街道城后路28号,370826
4816,潍坊市第二人民医院,山东省潍坊市奎文区,0536-8233405,山东省潍坊市奎文区院校街7号,山东省,潍坊市,奎文区,,370705,山东省,潍坊市,奎文区,院校街7号,370705
4817,潍坊市坊子区疾病预防控制中心,山东省潍坊市坊子区,0536-7519894,山东省潍坊市坊子区凤凰大街4745号,山东省,潍坊市,坊子区,,370704,山东省,潍坊市,坊子区,凤凰大街4745号,370704
4818,潍坊市坊子区人民医院,山东省潍坊市坊子区,0536-7655600,山东省潍坊市坊子区龙山路3433号,山东省,潍坊市,坊子区,,370704,山东省,潍坊市,坊子区,龙山路3433号,370704
4819,潍坊市妇幼保健院,山东省潍坊市潍城区,0536-8089001,山东省潍坊市潍城区青年路407号,山东省,潍坊市,潍城区,,370702,山东省,潍坊市,潍城区,青年路407号,370702
4820,潍坊市寒亭区疾病预防控制中心,山东省潍坊市寒亭区,0536-7251218,山东省潍坊市寒亭区渤海路1792号,山东省,潍坊市,寒亭区,,370703,山东省,潍坊市,寒亭区,渤海路1792号,370703
4821,潍坊市疾病预防控制中心,山东省潍坊市高新区,0536-8232528,山东省潍坊市高新区惠贤路4801号,山东省,潍坊市,,高新区,370700,山东省,潍坊市,,高新区惠贤路4801号,370700
4822,潍坊市奎文区疾病预防控制中心,山东省潍坊市奎文区,0536-8226973,山东省潍坊市奎文区虞河路2697号,山东省,潍坊市,奎文区,,370705,山东省,潍坊市,奎文区,虞河路2697号,370705
4823,潍坊市人民医院,山东省潍坊市奎文区,0536-8192039,山东省潍坊市奎文区广文街151号,山东省,潍坊市,奎文区,,370705,山东省,潍坊市,奎文区,广文街151号,370705
4824,潍坊市潍城区疾病预防控制中心,山东省潍坊市潍城区,0536-8322637,山东省潍坊市潍城区胜利西街1163号,山东省,潍坊市,潍城区,,370702,山东省,潍坊市,潍城区,胜利西街1163号,370702
4825,潍坊市益都中心医院,山东省潍坊市青州市,0536-3276754,山东省潍坊市青州市玲珑山南路4138号,山东省,潍坊市,青州市,,370781,山东省,潍坊市,青州市,玲珑山南路4138号,370781
4826,潍坊市中医院,山东省潍坊市奎文区,0536-8190168,山东省潍坊市奎文区潍州路1055号,山东省,潍坊市,奎文区,,370705,山东省,潍坊市,奎文区,潍州路1055号,370705
4827,潍坊峡山生态经济开发区人民医院,山东省潍坊市峡山区,0536-7769805,山东省潍坊市峡山区太保庄街道峡寿街,山东省,潍坊市,,峡山区,370700,山东省,潍坊市,,峡山区太保庄街道峡寿街,370700
4828,潍坊医学院附属医院,山东省潍坊市奎文区,0536-3081617,山东省潍坊市奎文区虞河路2428号,山东省,潍坊市,奎文区,,370705,山东省,潍坊市,奎文区,虞河路2428号,370705
4829,汶上县疾病预防控制中心,山东省济宁市汶上县,0537-6552028,山东省济宁市汶上县明星路南段,山东省,济宁市,汶上县,,370830,山东省,济宁市,汶上县,明星路南段,370830
4830,无棣县疾病预防控制中心,山东省滨州市无棣县,0543-6569679,山东省滨州市无棣县院前街53号,山东省,滨州市,无棣县,,371623,山东省,滨州市,无棣县,院前街53号,371623
4831,无棣县人民医院,山东省滨州市无棣县,0543-6266320,山东省滨州市无棣县海丰十四路棣新六路,山东省,滨州市,无棣县,,371623,山东省,滨州市,无棣县,海丰十四路棣新六路,371623
4832,无棣县中医医院,山东省滨州市无棣县,0543-6333222,山东省滨州市无棣县棣新一路2-59号,山东省,滨州市,无棣县,,371623,山东省,滨州市,无棣县,棣新一路2-59号,371623
4833,五莲县疾病预防控制中心,山东省日照市五莲县,0633-7989308,山东省日照市五莲县富强路59号,山东省,日照市,五莲县,,371121,山东省,日照市,五莲县,富强路59号,371121
4834,五莲县人民医院,山东省日照市五莲县,0633-7991208,山东省日照市五莲县利民路50号,山东省,日照市,五莲县,,371121,山东省,日照市,五莲县,利民路50号,371121
4835,新泰市第二人民医院,山东省泰安市新泰市,0538-7330259,山东省泰安市新泰市新汶大街西首,山东省,泰安市,新泰市,,370982,山东省,泰安市,新泰市,新汶大街西首,370982
4836,新泰市第三人民医院,山东省泰安市新泰市,0538-7646053,山东省泰安市新泰市楼德镇府前街127号,山东省,泰安市,新泰市,,370982,山东省,泰安市,新泰市,楼德镇府前街127号,370982
4837,新泰市疾病预防控制中心,山东省泰安市新泰市,0538-7222389,山东省泰安市新泰市新甫路1369号,山东省,泰安市,新泰市,,370982,山东省,泰安市,新泰市,新甫路1369号,370982
4838,新泰市人民医院,山东省泰安市新泰市,0538-7260098,山东省泰安市新泰市新甫路1329号,山东省,泰安市,新泰市,,370982,山东省,泰安市,新泰市,新甫路1329号,370982
4839,新泰市中医医院,山东省泰安市新泰市,0538-7253157,山东省泰安市新泰市青云路860号,山东省,泰安市,新泰市,,370982,山东省,泰安市,新泰市,青云路860号,370982
4840,新汶矿业集团莱芜中心医院,山东省济南市钢城区,15963853519,山东省济南市钢城区颜庄镇验货台村东临,山东省,济南市,,钢城区,370100,山东省,济南市,,钢城区颜庄镇验货台村东临,370100
4841,烟台海港医院,山东省烟台市芝罘区,0535-6742352,山东省烟台市芝罘区幸福路100号,山东省,烟台市,芝罘区,,370602,山东省,烟台市,芝罘区,幸福路100号,370602
4842,烟台经济技术开发区疾病预防控制中心,山东省烟台经济技术开发区,0535-6937356,山东省烟台经济技术开发区湘潭路21号,山东省,烟台市,,经济技术开发区,370600,山东省,烟台市,,经济技术开发区湘潭路21号,370600
4843,烟台鲁东医院,山东省烟台市福山区,0535-2727271,山东省烟台市福山区祥清山路一号,山东省,烟台市,福山区,,370611,山东省,烟台市,福山区,祥清山路一号,370611
4844,烟台普罗吉医学检测有限公司,山东省烟台市开发区,0535-3037470,山东省烟台市开发区珠江路32号,山东省,烟台市,,开发区,370600,山东省,烟台市,,开发区珠江路32号,370600
4845,烟台齐鲁医学检验有限公司医学检验实验室,山东省烟台高新区,0535-3800566,山东省烟台高新区科技大道39号山东国际生物科技园10号楼,山东省,烟台市,,高新区,370600,山东省,烟台市,,高新区科技大道39号山东国际生物科技园10号楼,370600
4846,烟台瑞辰医学检验中心有限公司,山东省烟台市芝罘区,0535-6687178,山东省烟台市芝罘区通世南路7号,山东省,烟台市,芝罘区,,370602,山东省,烟台市,芝罘区,通世南路7号,370602
4847,烟台市北海医院,山东省烟台市龙口市,0535-8549555,山东省烟台市龙口市绛水河东路162号,山东省,烟台市,龙口市,,370681,山东省,烟台市,龙口市,绛水河东路162号,370681
4848,烟台市福山区人民医院,山东省烟台市福山区,0535-6319669,山东省烟台市福山区南山路111号,山东省,烟台市,福山区,,370611,山东省,烟台市,福山区,南山路111号,370611
4849,烟台市莱山区疾病预防控制中心,山东省烟台市莱山区,0535-6717219,山东省烟台市莱山区港城东大街1295号,山东省,烟台市,莱山区,,370613,山东省,烟台市,莱山区,港城东大街1295号,370613
4850,烟台市牟平区疾病预防控制中心,山东省烟台市牟平区,0535-4216186,山东省烟台市牟平区东关路东三街518号,山东省,烟台市,牟平区,,370612,山东省,烟台市,牟平区,东关路东三街518号,370612
4851,烟台市蓬莱区疾病预防控制中心,山东省烟台市蓬莱区,0535-5642706,山东省烟台市蓬莱区钟楼东路65号,山东省,烟台市,蓬莱市,区,370684,山东省,烟台市,蓬莱市,区钟楼东路65号,370684
4852,烟台市芝罘区疾病预防控制中心,山东省烟台市芝罘区,0535-6222616,山东省烟台市芝罘区环山路60号,山东省,烟台市,芝罘区,,370602,山东省,烟台市,芝罘区,环山路60号,370602
4853,兖矿新里程总医院,山东省济宁市邹城市,0537-5367180,山东省济宁市邹城市矿建东路560号,山东省,济宁市,邹城市,,370883,山东省,济宁市,邹城市,矿建东路560号,370883
4854,阳光融和医院,山东省潍坊市高新区,0536-6963097,山东省潍坊市高新区樱前街9000号,山东省,潍坊市,,高新区,370700,山东省,潍坊市,,高新区樱前街9000号,370700
4855,阳信县人民医院,山东省滨州市阳信县,18054566444,山东省滨州市阳信县阳城三路674号,山东省,滨州市,阳信县,,371622,山东省,滨州市,阳信县,阳城三路674号,371622
4856,沂南县人民医院,山东省临沂市沂南县,0539-3222890,山东省临沂市沂南县城历山路50号,山东省,临沂市,沂南县,,371321,山东省,临沂市,沂南县,城历山路50号,371321
4857,沂源县疾病预防控制中心,山东省淄博市沂源县,0533-3241200,山东省淄博市沂源县胜利路8号,山东省,淄博市,沂源县,,370323,山东省,淄博市,沂源县,胜利路8号,370323
4858,鱼台县疾病预防控制中心,山东省济宁市鱼台县,0537-3321177,山东省济宁市鱼台县城区湖陵一路102号,山东省,济宁市,鱼台县,,370827,山东省,济宁市,鱼台县,城区湖陵一路102号,370827
4859,鱼台县人民医院,山东省济宁市鱼台县,0537-6225389,山东省济宁市鱼台县城区湖陵一路50号,山东省,济宁市,鱼台县,,370827,山东省,济宁市,鱼台县,城区湖陵一路50号,370827
4860,枣庄市疾病预防控制中心,山东省枣庄市市中区,15165881831,山东省枣庄市中区解放北路223号,山东省,枣庄市,市中区,,370402,山东省,枣庄市,市中区,解放北路223号,370402
4861,枣庄市立医院,山东省枣庄市市中区,15069475363,山东省枣庄市中区龙头中路41号,山东省,枣庄市,市中区,,370402,山东省,枣庄市,市中区,龙头中路41号,370402
4862,长岛综合试验区疾病预防控制中心,山东省烟台市长岛综合试验区,0535-3212760,山东省烟台市长岛综合试验区县府街20号,山东省,烟台市,,长岛综合试验区,370600,山东省,烟台市,,长岛综合试验区县府街20号,370600
4863,招远市疾病预防控制中心,山东省烟台市招远市,0535-8214452,山东省烟台市招远市迎宾路117号,山东省,烟台市,招远市,,370685,山东省,烟台市,招远市,迎宾路117号,370685
4864,招远市玲珑英城医院,山东省烟台市招远市,0535-8097999,山东省烟台市招远市河东路568号,山东省,烟台市,招远市,,370685,山东省,烟台市,招远市,河东路568号,370685
4865,招远市人民医院,山东省烟台市招远市,0535-8247051,山东省烟台市招远市罗峰办迎宾路168号,山东省,烟台市,招远市,,370685,山东省,烟台市,招远市,罗峰办迎宾路168号,370685
4866,中国人民解放军第九七〇医院,山东省烟台市芝罘区,0535-2933327,山东省烟台市芝罘区只楚南路7号,山东省,烟台市,芝罘区,,370602,山东省,烟台市,芝罘区,只楚南路7号,370602
4867,中国人民解放军陆军第八十集团军医院,山东省潍坊市潍城区,0536-5019014,山东省潍坊市潍城区北宫西街256号,山东省,潍坊市,潍城区,,370702,山东省,潍坊市,潍城区,北宫西街256号,370702
