"","country","X2","X3","X4","Units","year2018","year2019","X8"
"647","IRAQ","Tourism expenditure in other countries",NA,NA,"US$ Millions","7855","10925","1/ 1995-2002 Source: Central Bank of Iraq."
"648","IRAQ",NA,"Travel",NA,"US$ Millions","7855","10925",NA
"649","IRAQ",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"650","IRELAND","Departures",NA,NA,NA,NA,NA,NA
"651","IRELAND",NA,"Total departures",NA,"Thousands","8643","..",NA
"652","IRELAND",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"653","IRELAND",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"654","IRELAND","Tourism expenditure in other countries",NA,NA,"US$ Millions","7390","8006",NA
"655","IRELAND",NA,"Travel",NA,"US$ Millions","7390","8006",NA
"656","IRELAND",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"657","ISRAEL","Departures",NA,NA,NA,NA,NA,NA
"658","ISRAEL",NA,"Total departures",NA,"Thousands","..","..",NA
"659","ISRAEL",NA,NA,"Overnights visitors (tourists)","Thousands","8473","..",NA
"660","ISRAEL",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"661","ISRAEL","Tourism expenditure in other countries",NA,NA,"US$ Millions","9975","10389",NA
"662","ISRAEL",NA,"Travel",NA,"US$ Millions","7878","8153",NA
"663","ISRAEL",NA,"Passenger transport",NA,"US$ Millions","2097","2236",NA
"664","ITALY","Departures",NA,NA,NA,NA,NA,"1/ Border survey of the ""Banca d'Italia"". Number of resident tourists (overnight visitors) abroad."
"665","ITALY",NA,"Total departures",NA,"Thousands","61194.6","62207",NA
"666","ITALY",NA,NA,"Overnights visitors (tourists)","Thousands","33347.1","34703",NA
"667","ITALY",NA,NA,"Same-day visitors (excursionists)","Thousands","27847.599999999999","27505",NA
"668","ITALY","Tourism expenditure in other countries",NA,NA,"US$ Millions","37644","38024",NA
"669","ITALY",NA,"Travel",NA,"US$ Millions","30004","30423",NA
"670","ITALY",NA,"Passenger transport",NA,"US$ Millions","7640","7601",NA
"671","JAMAICA","Departures",NA,NA,NA,NA,NA,NA
"672","JAMAICA",NA,"Total departures",NA,"Thousands","..","..",NA
"673","JAMAICA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"674","JAMAICA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"675","JAMAICA","Tourism expenditure in other countries",NA,NA,"US$ Millions","503","..",NA
"676","JAMAICA",NA,"Travel",NA,"US$ Millions","286","..",NA
"677","JAMAICA",NA,"Passenger transport",NA,"US$ Millions","217","..",NA
"678","JAPAN","Departures",NA,NA,NA,NA,NA,"1/ 2003: the calculation method has been changed since January 2003.
2006: the calculation method has been changed since January 2006."
"679","JAPAN",NA,"Total departures",NA,"Thousands","18954","20080",NA
"680","JAPAN",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"681","JAPAN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"682","JAPAN","Tourism expenditure in other countries",NA,NA,"US$ Millions","28097","29145","1/ 2003: the calculation method has been changed since January 2003.
2006: the calculation method has been changed since January 2006."
"683","JAPAN",NA,"Travel",NA,"US$ Millions","20198","21276",NA
"684","JAPAN",NA,"Passenger transport",NA,"US$ Millions","7899","7869",NA
"685","JORDAN","Departures",NA,NA,NA,NA,NA,NA
"686","JORDAN",NA,"Total departures",NA,"Thousands","..","..",NA
"687","JORDAN",NA,NA,"Overnights visitors (tourists)","Thousands","1501","1537",NA
"688","JORDAN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"689","JORDAN","Tourism expenditure in other countries",NA,NA,"US$ Millions","1493","..",NA
"690","JORDAN",NA,"Travel",NA,"US$ Millions","1387","..",NA
"691","JORDAN",NA,"Passenger transport",NA,"US$ Millions","106","..",NA
"692","KAZAKHSTAN","Departures",NA,NA,NA,NA,NA,NA
"693","KAZAKHSTAN",NA,"Total departures",NA,"Thousands","10646","10707",NA
"694","KAZAKHSTAN",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"695","KAZAKHSTAN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"696","KAZAKHSTAN","Tourism expenditure in other countries",NA,NA,"US$ Millions","2852","2955",NA
"697","KAZAKHSTAN",NA,"Travel",NA,"US$ Millions","2687","2763",NA
"698","KAZAKHSTAN",NA,"Passenger transport",NA,"US$ Millions","165","192",NA
"699","KENYA","Departures",NA,NA,NA,NA,NA,NA
"700","KENYA",NA,"Total departures",NA,"Thousands","..","..",NA
"701","KENYA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"702","KENYA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"703","KENYA","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"704","KENYA",NA,"Travel",NA,"US$ Millions","229","196",NA
"705","KENYA",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"706","KIRIBATI","Departures",NA,NA,NA,NA,NA,"1/ 2005: country data."
"707","KIRIBATI",NA,"Total departures",NA,"Thousands","..","..",NA
"708","KIRIBATI",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"709","KIRIBATI",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"710","KIRIBATI","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..","1/ 2005: country data."
"711","KIRIBATI",NA,"Travel",NA,"US$ Millions","13.2","..",NA
"712","KIRIBATI",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"713","KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF","Departures",NA,NA,NA,NA,NA,NA
"714","KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",NA,"Total departures",NA,"Thousands","..","..",NA
"715","KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"716","KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"717","KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"718","KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",NA,"Travel",NA,"US$ Millions","..","..",NA
"719","KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"720","KOREA, REPUBLIC OF","Departures",NA,NA,NA,NA,NA,NA
"721","KOREA, REPUBLIC OF",NA,"Total departures",NA,"Thousands","28696","28714",NA
"722","KOREA, REPUBLIC OF",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"723","KOREA, REPUBLIC OF",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"724","KOREA, REPUBLIC OF","Tourism expenditure in other countries",NA,NA,"US$ Millions","38022","34844",NA
"725","KOREA, REPUBLIC OF",NA,"Travel",NA,"US$ Millions","35133","32302",NA
"726","KOREA, REPUBLIC OF",NA,"Passenger transport",NA,"US$ Millions","2889","2542",NA
"727","KUWAIT","Departures",NA,NA,NA,NA,NA,NA
"728","KUWAIT",NA,"Total departures",NA,"Thousands","..","..",NA
"729","KUWAIT",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"730","KUWAIT",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"731","KUWAIT","Tourism expenditure in other countries",NA,NA,"US$ Millions","14318","17131",NA
"732","KUWAIT",NA,"Travel",NA,"US$ Millions","14318","17131",NA
"733","KUWAIT",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"734","KYRGYZSTAN","Departures",NA,NA,NA,NA,NA,NA
"735","KYRGYZSTAN",NA,"Total departures",NA,"Thousands","6839","..",NA
"736","KYRGYZSTAN",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"737","KYRGYZSTAN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"738","KYRGYZSTAN","Tourism expenditure in other countries",NA,NA,"US$ Millions","451","519",NA
"739","KYRGYZSTAN",NA,"Travel",NA,"US$ Millions","314","391",NA
"740","KYRGYZSTAN",NA,"Passenger transport",NA,"US$ Millions","137","128",NA
"741","LAO PEOPLE´S DEMOCRATIC REPUBLIC","Departures",NA,NA,NA,NA,NA,NA
"742","LAO PEOPLE´S DEMOCRATIC REPUBLIC",NA,"Total departures",NA,"Thousands","3207","2690",NA
"743","LAO PEOPLE´S DEMOCRATIC REPUBLIC",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"744","LAO PEOPLE´S DEMOCRATIC REPUBLIC",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"745","LAO PEOPLE´S DEMOCRATIC REPUBLIC","Tourism expenditure in other countries",NA,NA,"US$ Millions","949","..",NA
"746","LAO PEOPLE´S DEMOCRATIC REPUBLIC",NA,"Travel",NA,"US$ Millions","926","..",NA
"747","LAO PEOPLE´S DEMOCRATIC REPUBLIC",NA,"Passenger transport",NA,"US$ Millions","23","..",NA
"748","LATVIA","Departures",NA,NA,NA,NA,NA,"1/ From 2012 source: Household survey."
"749","LATVIA",NA,"Total departures",NA,"Thousands","2175","2384",NA
"750","LATVIA",NA,NA,"Overnights visitors (tourists)","Thousands","1368","1480",NA
"751","LATVIA",NA,NA,"Same-day visitors (excursionists)","Thousands","807","904",NA
"752","LATVIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"753","LATVIA",NA,"Travel",NA,"US$ Millions","778","745",NA
"754","LATVIA",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"755","LEBANON","Departures",NA,NA,NA,NA,NA,NA
"756","LEBANON",NA,"Total departures",NA,"Thousands","..","..",NA
"757","LEBANON",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"758","LEBANON",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"759","LEBANON","Tourism expenditure in other countries",NA,NA,"US$ Millions","6395","6824",NA
"760","LEBANON",NA,"Travel",NA,"US$ Millions","6254","6669",NA
"761","LEBANON",NA,"Passenger transport",NA,"US$ Millions","141","155",NA
"762","LESOTHO","Departures",NA,NA,NA,NA,NA,NA
"763","LESOTHO",NA,"Total departures",NA,"Thousands","..","..",NA
"764","LESOTHO",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"765","LESOTHO",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"766","LESOTHO","Tourism expenditure in other countries",NA,NA,"US$ Millions","310","289",NA
"767","LESOTHO",NA,"Travel",NA,"US$ Millions","305","285",NA
"768","LESOTHO",NA,"Passenger transport",NA,"US$ Millions","5","4",NA
"769","LIBERIA","Departures",NA,NA,NA,NA,NA,NA
"770","LIBERIA",NA,"Total departures",NA,"Thousands","..","..",NA
"771","LIBERIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"772","LIBERIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"773","LIBERIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"774","LIBERIA",NA,"Travel",NA,"US$ Millions","7.7","..",NA
"775","LIBERIA",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"776","LIBYA","Departures",NA,NA,NA,NA,NA,NA
"777","LIBYA",NA,"Total departures",NA,"Thousands","..","..",NA
"778","LIBYA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"779","LIBYA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"780","LIBYA","Tourism expenditure in other countries",NA,NA,"US$ Millions","2042","..",NA
"781","LIBYA",NA,"Travel",NA,"US$ Millions","2042","..",NA
"782","LIBYA",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"783","LIECHTENSTEIN","Departures",NA,NA,NA,NA,NA,NA
"784","LIECHTENSTEIN",NA,"Total departures",NA,"Thousands","..","..",NA
"785","LIECHTENSTEIN",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"786","LIECHTENSTEIN",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"787","LIECHTENSTEIN","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"788","LIECHTENSTEIN",NA,"Travel",NA,"US$ Millions","..","..",NA
"789","LIECHTENSTEIN",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"790","LITHUANIA","Departures",NA,NA,NA,NA,NA,NA
"791","LITHUANIA",NA,"Total departures",NA,"Thousands","4702","..",NA
"792","LITHUANIA",NA,NA,"Overnights visitors (tourists)","Thousands","2244","..",NA
"793","LITHUANIA",NA,NA,"Same-day visitors (excursionists)","Thousands","2458","..",NA
"794","LITHUANIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"795","LITHUANIA",NA,"Travel",NA,"US$ Millions","1195","1390",NA
"796","LITHUANIA",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"797","LUXEMBOURG","Departures",NA,NA,NA,NA,NA,"1/ From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"798","LUXEMBOURG",NA,"Total departures",NA,"Thousands","..","..",NA
"799","LUXEMBOURG",NA,NA,"Overnights visitors (tourists)","Thousands","1989","2548",NA
"800","LUXEMBOURG",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"801","LUXEMBOURG","Tourism expenditure in other countries",NA,NA,"US$ Millions","3290","..","1/ From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"802","LUXEMBOURG",NA,"Travel",NA,"US$ Millions","3216","..",NA
"803","LUXEMBOURG",NA,"Passenger transport",NA,"US$ Millions","74","..",NA
"804","MACAO, CHINA","Departures",NA,NA,NA,NA,NA,NA
"805","MACAO, CHINA",NA,"Total departures",NA,"Thousands","1780","1765",NA
"806","MACAO, CHINA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"807","MACAO, CHINA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"808","MACAO, CHINA","Tourism expenditure in other countries",NA,NA,"US$ Millions","1517","..",NA
"809","MACAO, CHINA",NA,"Travel",NA,"US$ Millions","1411","..",NA
"810","MACAO, CHINA",NA,"Passenger transport",NA,"US$ Millions","106","..",NA
"811","MADAGASCAR","Departures",NA,NA,NA,NA,NA,NA
"812","MADAGASCAR",NA,"Total departures",NA,"Thousands","..","..",NA
"813","MADAGASCAR",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"814","MADAGASCAR",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"815","MADAGASCAR","Tourism expenditure in other countries",NA,NA,"US$ Millions","309","..",NA
"816","MADAGASCAR",NA,"Travel",NA,"US$ Millions","183","..",NA
"817","MADAGASCAR",NA,"Passenger transport",NA,"US$ Millions","126","..",NA
"818","MALAWI","Departures",NA,NA,NA,NA,NA,NA
"819","MALAWI",NA,"Total departures",NA,"Thousands","..","..",NA
"820","MALAWI",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"821","MALAWI",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"822","MALAWI","Tourism expenditure in other countries",NA,NA,"US$ Millions","135","150",NA
"823","MALAWI",NA,"Travel",NA,"US$ Millions","96","107",NA
"824","MALAWI",NA,"Passenger transport",NA,"US$ Millions","39","43",NA
"825","MALAYSIA","Departures",NA,NA,NA,NA,NA,"1/ Outgoing Peninsular Malaysians, including departures via Johore Causeway by road."
"826","MALAYSIA",NA,"Total departures",NA,"Thousands","..","..",NA
"827","MALAYSIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"828","MALAYSIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"829","MALAYSIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","13248","..",NA
"830","MALAYSIA",NA,"Travel",NA,"US$ Millions","12168","..",NA
"831","MALAYSIA",NA,"Passenger transport",NA,"US$ Millions","1080","..",NA
"832","MALDIVES","Departures",NA,NA,NA,NA,NA,NA
"833","MALDIVES",NA,"Total departures",NA,"Thousands","..","..",NA
"834","MALDIVES",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"835","MALDIVES",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"836","MALDIVES","Tourism expenditure in other countries",NA,NA,"US$ Millions","414","420",NA
"837","MALDIVES",NA,"Travel",NA,"US$ Millions","338","350",NA
"838","MALDIVES",NA,"Passenger transport",NA,"US$ Millions","76","70",NA
"839","MALI","Departures",NA,NA,NA,NA,NA,NA
"840","MALI",NA,"Total departures",NA,"Thousands","..","..",NA
"841","MALI",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"842","MALI",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"843","MALI","Tourism expenditure in other countries",NA,NA,"US$ Millions","255","..",NA
"844","MALI",NA,"Travel",NA,"US$ Millions","179","..",NA
"845","MALI",NA,"Passenger transport",NA,"US$ Millions","76","..",NA
"846","MALTA","Departures",NA,NA,NA,NA,NA,NA
"847","MALTA",NA,"Total departures",NA,"Thousands","728","774",NA
"848","MALTA",NA,NA,"Overnights visitors (tourists)","Thousands","667","707",NA
"849","MALTA",NA,NA,"Same-day visitors (excursionists)","Thousands","61","67",NA
"850","MALTA","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"851","MALTA",NA,"Travel",NA,"US$ Millions","518","530",NA
"852","MALTA",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"853","MARSHALL ISLANDS","Departures",NA,NA,NA,NA,NA,"1/ 1995-2004 country data. Fiscal years (October 1 to September 30)."
"854","MARSHALL ISLANDS",NA,"Total departures",NA,"Thousands","..","..",NA
"855","MARSHALL ISLANDS",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"856","MARSHALL ISLANDS",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"857","MARSHALL ISLANDS","Tourism expenditure in other countries",NA,NA,"US$ Millions","31.4","..","1/ 1995-2004 country data. Fiscal years (October 1 to September 30)."
"858","MARSHALL ISLANDS",NA,"Travel",NA,"US$ Millions","19.899999999999999","..",NA
"859","MARSHALL ISLANDS",NA,"Passenger transport",NA,"US$ Millions","11.5","..",NA
"860","MARTINIQUE","Departures",NA,NA,NA,NA,NA,NA
"861","MARTINIQUE",NA,"Total departures",NA,"Thousands","..","..",NA
"862","MARTINIQUE",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"863","MARTINIQUE",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"864","MARTINIQUE","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"865","MARTINIQUE",NA,"Travel",NA,"US$ Millions","..","..",NA
"866","MARTINIQUE",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"867","MAURITANIA","Departures",NA,NA,NA,NA,NA,"1/ 1999 country data."
"868","MAURITANIA",NA,"Total departures",NA,"Thousands","..","..",NA
"869","MAURITANIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"870","MAURITANIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"871","MAURITANIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","38","..","1/ 1999 country data."
"872","MAURITANIA",NA,"Travel",NA,"US$ Millions","13","..",NA
"873","MAURITANIA",NA,"Passenger transport",NA,"US$ Millions","25","..",NA
"874","MAURITIUS","Departures",NA,NA,NA,NA,NA,NA
"875","MAURITIUS",NA,"Total departures",NA,"Thousands","..","..",NA
"876","MAURITIUS",NA,NA,"Overnights visitors (tourists)","Thousands","296","320",NA
"877","MAURITIUS",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"878","MAURITIUS","Tourism expenditure in other countries",NA,NA,"US$ Millions","723","..",NA
"879","MAURITIUS",NA,"Travel",NA,"US$ Millions","649","..",NA
"880","MAURITIUS",NA,"Passenger transport",NA,"US$ Millions","74","..",NA
"881","MEXICO","Departures",NA,NA,NA,NA,NA,NA
"882","MEXICO",NA,"Total departures",NA,"Thousands","86280","..",NA
"883","MEXICO",NA,NA,"Overnights visitors (tourists)","Thousands","19748","..",NA
"884","MEXICO",NA,NA,"Same-day visitors (excursionists)","Thousands","66531","..",NA
"885","MEXICO","Tourism expenditure in other countries",NA,NA,"US$ Millions","14073","12240",NA
"886","MEXICO",NA,"Travel",NA,"US$ Millions","11230","9848",NA
"887","MEXICO",NA,"Passenger transport",NA,"US$ Millions","2843","2392",NA
"888","MICRONESIA, FEDERATED STATES OF","Departures",NA,NA,NA,NA,NA,"1/ 1997-2008: country data."
"889","MICRONESIA, FEDERATED STATES OF",NA,"Total departures",NA,"Thousands","..","..",NA
"890","MICRONESIA, FEDERATED STATES OF",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"891","MICRONESIA, FEDERATED STATES OF",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"892","MICRONESIA, FEDERATED STATES OF","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..","1/ 1997-2008: country data."
"893","MICRONESIA, FEDERATED STATES OF",NA,"Travel",NA,"US$ Millions","..","..",NA
"894","MICRONESIA, FEDERATED STATES OF",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"895","MOLDOVA, REPUBLIC OF","Departures",NA,NA,NA,NA,NA,"1/ Visitors who have benefited from tourism services provided by the tourism agencies and tour operators (titulars of tourism licences)."
"896","MOLDOVA, REPUBLIC OF",NA,"Total departures",NA,"Thousands","264","311",NA
"897","MOLDOVA, REPUBLIC OF",NA,NA,"Overnights visitors (tourists)","Thousands","251","289",NA
"898","MOLDOVA, REPUBLIC OF",NA,NA,"Same-day visitors (excursionists)","Thousands","13","21",NA
"899","MOLDOVA, REPUBLIC OF","Tourism expenditure in other countries",NA,NA,"US$ Millions","438","480",NA
"900","MOLDOVA, REPUBLIC OF",NA,"Travel",NA,"US$ Millions","353","387",NA
"901","MOLDOVA, REPUBLIC OF",NA,"Passenger transport",NA,"US$ Millions","85","93",NA
"902","MONACO","Departures",NA,NA,NA,NA,NA,NA
"903","MONACO",NA,"Total departures",NA,"Thousands","..","..",NA
"904","MONACO",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"905","MONACO",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"906","MONACO","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"907","MONACO",NA,"Travel",NA,"US$ Millions","..","..",NA
"908","MONACO",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"909","MONGOLIA","Departures",NA,NA,NA,NA,NA,NA
"910","MONGOLIA",NA,"Total departures",NA,"Thousands","..","..",NA
"911","MONGOLIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"912","MONGOLIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"913","MONGOLIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","822","1036",NA
"914","MONGOLIA",NA,"Travel",NA,"US$ Millions","719","925",NA
"915","MONGOLIA",NA,"Passenger transport",NA,"US$ Millions","103","111",NA
"916","MONTENEGRO","Departures",NA,NA,NA,NA,NA,NA
"917","MONTENEGRO",NA,"Total departures",NA,"Thousands","..","..",NA
"918","MONTENEGRO",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"919","MONTENEGRO",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"920","MONTENEGRO","Tourism expenditure in other countries",NA,NA,"US$ Millions","73","72",NA
"921","MONTENEGRO",NA,"Travel",NA,"US$ Millions","68","58",NA
"922","MONTENEGRO",NA,"Passenger transport",NA,"US$ Millions","5","14",NA
"923","MONTSERRAT","Departures",NA,NA,NA,NA,NA,NA
"924","MONTSERRAT",NA,"Total departures",NA,"Thousands","..","..",NA
"925","MONTSERRAT",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"926","MONTSERRAT",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"927","MONTSERRAT","Tourism expenditure in other countries",NA,NA,"US$ Millions","7.9","..",NA
"928","MONTSERRAT",NA,"Travel",NA,"US$ Millions","7.4","..",NA
"929","MONTSERRAT",NA,"Passenger transport",NA,"US$ Millions","0.5","..",NA
"930","MOROCCO","Departures",NA,NA,NA,NA,NA,NA
"931","MOROCCO",NA,"Total departures",NA,"Thousands","..","..",NA
"932","MOROCCO",NA,NA,"Overnights visitors (tourists)","Thousands","1923","..",NA
"933","MOROCCO",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"934","MOROCCO","Tourism expenditure in other countries",NA,NA,"US$ Millions","2987","3172",NA
"935","MOROCCO",NA,"Travel",NA,"US$ Millions","1976","2175",NA
"936","MOROCCO",NA,"Passenger transport",NA,"US$ Millions","1011","997",NA
"937","MOZAMBIQUE","Departures",NA,NA,NA,NA,NA,NA
"938","MOZAMBIQUE",NA,"Total departures",NA,"Thousands","..","..",NA
"939","MOZAMBIQUE",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"940","MOZAMBIQUE",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"941","MOZAMBIQUE","Tourism expenditure in other countries",NA,NA,"US$ Millions","135","99",NA
"942","MOZAMBIQUE",NA,"Travel",NA,"US$ Millions","132","95",NA
"943","MOZAMBIQUE",NA,"Passenger transport",NA,"US$ Millions","3","4",NA
"944","MYANMAR","Departures",NA,NA,NA,NA,NA,NA
"945","MYANMAR",NA,"Total departures",NA,"Thousands","..","..",NA
"946","MYANMAR",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"947","MYANMAR",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"948","MYANMAR","Tourism expenditure in other countries",NA,NA,"US$ Millions","118","214",NA
"949","MYANMAR",NA,"Travel",NA,"US$ Millions","89","186",NA
"950","MYANMAR",NA,"Passenger transport",NA,"US$ Millions","29","28",NA
"951","NAMIBIA","Departures",NA,NA,NA,NA,NA,NA
"952","NAMIBIA",NA,"Total departures",NA,"Thousands","..","..",NA
"953","NAMIBIA",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"954","NAMIBIA",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"955","NAMIBIA","Tourism expenditure in other countries",NA,NA,"US$ Millions","69","89",NA
"956","NAMIBIA",NA,"Travel",NA,"US$ Millions","56","80",NA
"957","NAMIBIA",NA,"Passenger transport",NA,"US$ Millions","13","9",NA
"958","NAURU","Departures",NA,NA,NA,NA,NA,NA
"959","NAURU",NA,"Total departures",NA,"Thousands","..","..",NA
"960","NAURU",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"961","NAURU",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"962","NAURU","Tourism expenditure in other countries",NA,NA,"US$ Millions","..","..",NA
"963","NAURU",NA,"Travel",NA,"US$ Millions","7.1","..",NA
"964","NAURU",NA,"Passenger transport",NA,"US$ Millions","..","..",NA
"965","NEPAL","Departures",NA,NA,NA,NA,NA,NA
"966","NEPAL",NA,"Total departures",NA,"Thousands","..","..",NA
"967","NEPAL",NA,NA,"Overnights visitors (tourists)","Thousands","..","..",NA
"968","NEPAL",NA,NA,"Same-day visitors (excursionists)","Thousands","..","..",NA
"969","NEPAL","Tourism expenditure in other countries",NA,NA,"US$ Millions","918","714",NA
"970","NEPAL",NA,"Travel",NA,"US$ Millions","836","704",NA
"971","NEPAL",NA,"Passenger transport",NA,"US$ Millions","82","10",NA
"972","NETHERLANDS","Departures",NA,NA,NA,NA,NA,"1/ Holiday departures of nationals. 2017: break in the series due to methodological changes.
2/ From 2012 source: Central Bank ""De Nederlandsche Bank""."
